ORIGIN,DEST,ON_TIME,DELAYED15MIN,DIVERTED,CANCELLED,TOTAL
BWI,ORF,3311,1112,8,59,4490
BWI,PBI,2583,811,6,41,3441
BWI,PHL,1462,529,2,46,2039
BWI,PHX,4560,1002,21,70,5653
BWI,PIT,2364,916,3,47,3330
BWI,PVD,7075,2084,13,168,9340
BWI,PWM,2470,345,1,47,2863
BWI,RDU,5404,1524,6,98,7032
BWI,ROC,2283,360,0,32,2675
BWI,RSW,3026,720,9,41,3796
BWI,SAN,1631,481,9,20,2141
BWI,SAT,2141,544,9,30,2724
BWI,SDF,2938,794,1,52,3785
BWI,SEA,741,176,1,3,921
BWI,SFO,1126,247,8,23,1404
BWI,SJU,1658,261,5,19,1943
BWI,SLC,2570,476,3,31,3080
BWI,SRQ,529,76,1,7,613
BWI,STL,3875,980,15,74,4944
BWI,TPA,7125,1675,17,111,8928
BWI,TUS,56,2,0,0,58
BZN,ATL,123,52,0,2,177
BZN,BIL,0,0,1,1,2
BZN,BTM,0,0,0,1,1
BZN,DEN,3320,599,12,45,3976
BZN,DTW,14,3,0,0,17
BZN,EWR,1,14,0,0,15
BZN,LAX,197,68,1,3,269
BZN,MSO,1,1,0,1,3
BZN,MSP,1206,133,4,11,1354
BZN,ORD,603,165,5,6,779
BZN,SFO,488,232,0,11,731
BZN,SLC,4379,333,8,19,4739
CAE,ATL,8177,1945,2,156,10280
CAE,DFW,2654,478,24,50,3206
CAE,DTW,550,141,2,7,700
CAE,EWR,24,4,0,3,31
CAE,IAD,2827,744,14,113,3698
CAE,IAH,1189,331,4,25,1549
CAE,LGA,70,33,1,6,110
CAE,ORD,2216,753,18,132,3119
CAK,ATL,7800,1561,30,125,9516
CAK,BOS,1139,303,4,16,1462
CAK,DEN,1693,362,0,12,2067
CAK,DTW,740,248,0,29,1017
CAK,FLL,47,7,1,0,55
CAK,LGA,2113,573,8,55,2749
CAK,MCO,1589,282,1,6,1878
CAK,MDW,229,50,2,3,284
CAK,MKE,1510,317,3,48,1878
CAK,ORD,2333,513,9,113,2968
CAK,RSW,430,63,3,3,499
CAK,TPA,987,123,3,6,1119
CDC,SLC,1712,206,1,22,1941
CDV,ANC,914,139,0,32,1085
CDV,YAK,932,123,13,16,1084
CEC,ACV,571,311,16,40,938
CEC,FAT,1,0,0,0,1
CEC,SFO,1149,792,3,146,2090
CEC,SMF,5,0,0,0,5
CHA,ATL,7398,1767,3,193,9361
CHA,DFW,1112,268,11,30,1421
CHA,DTW,540,151,2,5,698
CHA,MEM,592,103,2,18,715
CHA,ORD,1523,348,5,58,1934
CHO,ATL,2585,424,8,80,3097
CHO,DTW,211,29,3,11,254
CHO,ORD,952,149,7,29,1137
CHS,ATL,8999,1744,8,190,10941
CHS,BNA,592,66,1,1,660
CHS,BWI,1649,296,10,14,1969
CHS,CLT,4153,625,3,75,4856
CHS,DFW,2523,597,32,54,3206
CHS,DTW,548,155,3,14,720
CHS,EWR,2057,1070,17,209,3353
CHS,HOU,560,92,8,0,660
CHS,IAD,2654,521,5,106,3286
CHS,IAH,2014,498,15,26,2553
CHS,LGA,355,113,3,46,517
CHS,MDW,1158,146,4,4,1312
CHS,MEM,32,7,0,2,41
CHS,MIA,1450,228,4,25,1707
CHS,ORD,2601,672,20,98,3391
CHS,TYS,0,1,0,0,1
CIC,RDD,1,0,0,0,1
CIC,SFO,2842,1034,4,205,4085
CIC,SMF,0,1,0,0,1
CID,ATL,691,101,1,12,805
CID,DEN,2038,462,5,57,2562
CID,DFW,4537,877,30,148,5592
CID,DTW,990,182,3,48,1223
CID,IAH,601,284,6,11,902
CID,MSP,1779,262,5,39,2085
CID,ORD,4713,1136,4,262,6115
CLD,LAX,5239,973,4,132,6348
CLE,ABE,23,11,0,0,34
CLE,ALB,2636,554,1,53,3244
CLE,ATL,6279,1227,16,175,7697
CLE,BDL,807,129,2,7,945
CLE,BIL,0,0,1,0,1
CLE,BNA,1832,227,1,15,2075
CLE,BOS,1919,503,7,44,2473
CLE,BTV,803,222,3,21,1049
CLE,BUF,431,69,0,5,505
CLE,BWI,4487,708,14,79,5288
CLE,CHS,0,0,0,1,1
CLE,CLT,5339,826,14,85,6264
CLE,CMH,240,26,0,1,267
CLE,CVG,697,136,1,19,853
CLE,DAY,1023,202,0,19,1244
CLE,DCA,1774,391,5,65,2235
CLE,DEN,2795,502,14,24,3335
CLE,DFW,5113,1221,46,105,6485
CLE,DTW,1014,362,1,24,1401
CLE,EWR,4736,1313,10,127,6186
CLE,FLL,1377,181,2,6,1566
CLE,FNT,0,2,0,1,3
CLE,GRB,1256,251,3,29,1539
CLE,GRR,2028,423,2,26,2479
CLE,GSP,786,161,2,8,957
CLE,IAD,2719,622,6,70,3417
CLE,IAH,5540,808,18,27,6393
CLE,IND,1170,115,3,9,1297
CLE,JAX,154,27,0,2,183
CLE,JFK,1456,427,3,126,2012
CLE,LAS,3377,618,10,10,4015
CLE,LAX,2445,494,2,8,2949
CLE,LGA,5396,1321,20,345,7082
CLE,MCI,2803,628,10,32,3473
CLE,MCO,2489,314,5,7,2815
CLE,MDT,1,0,0,0,1
